Label,area_0,area_1,area_2,area_3,area_4,
Uninfected,10446.5,0,0,0,0,
Uninfected,11846.0,0,0,0,0,
Uninfected,8996.0,0,0,0,0,
Uninfected,13762.0,0,0,0,0,
Uninfected,2.0,16315.0,0,0,0,
Uninfected,2.0,7.0,4.0,2.0,11349.0,
Uninfected,12076.5,0,0,0,0,
Uninfected,5926.0,0,0,0,0,
Uninfected,9693.0,0,0,0,0,
Uninfected,14814.5,0,0,0,0,
Uninfected,10647.0,0,0,0,0,
Uninfected,2.0,9953.0,0,0,0,
Uninfected,7.0,2.0,2.0,11.5,2.0,
Uninfected,13104.0,0,0,0,0,
Uninfected,11842.0,0,0,0,0,
Uninfected,15155.5,0,0,0,0,
Uninfected,12001.5,0,0,0,0,
Uninfected,4.0,61.5,11277.0,0,0,
Uninfected,11202.5,0,0,0,0,
Uninfected,13076.0,0,0,0,0,
Uninfected,9687.0,0,0,0,0,
Uninfected,12297.0,0,0,0,0,
Uninfected,11944.0,0,0,0,0,
Uninfected,13301.0,0,0,0,0,
Uninfected,9848.5,0,0,0,0,
Uninfected,13794.0,0,0,0,0,
Uninfected,9967.0,0,0,0,0,
Uninfected,9635.5,0,0,0,0,
Uninfected,0.0,0.5,0.0,0.0,0.0,
Uninfected,14813.0,0,0,0,0,
Uninfected,12769.0,0,0,0,0,
Uninfected,8597.5,0,0,0,0,
Uninfected,12391.0,0,0,0,0,
Uninfected,7698.5,0,0,0,0,
Uninfected,19976.5,0,0,0,0,
Uninfected,2.0,10802.0,0,0,0,
Uninfected,13664.5,0,0,0,0,
Uninfected,2.0,2.0,10023.5,0,0,
Uninfected,11979.5,0,0,0,0,
Uninfected,10960.0,0,0,0,0,
Uninfected,10430.0,0,0,0,0,
Uninfected,15993.5,0,0,0,0,
Uninfected,16366.0,0,0,0,0,
Uninfected,10091.5,0,0,0,0,
Uninfected,14163.0,0,0,0,0,
Uninfected,11257.5,0,0,0,0,
Uninfected,13110.5,0,0,0,0,
Uninfected,5.5,16321.5,0,0,0,
Uninfected,14553.5,0,0,0,0,
Uninfected,8753.5,0,0,0,0,
Uninfected,15441.0,0,0,0,0,
Uninfected,8117.0,0,0,0,0,
Uninfected,11955.0,0,0,0,0,
Uninfected,11224.5,0,0,0,0,
Uninfected,8.0,20083.0,0,0,0,
Uninfected,15103.0,0,0,0,0,
Uninfected,9760.5,0,0,0,0,
Uninfected,13723.5,0,0,0,0,
Uninfected,2.0,5.5,2.0,2.0,2.0,
Uninfected,10.0,12270.0,0,0,0,
Uninfected,15861.5,0,0,0,0,
Uninfected,9123.5,0,0,0,0,
Uninfected,2.0,11820.0,0,0,0,
Uninfected,11953.5,0,0,0,0,
Uninfected,13196.5,0,0,0,0,
Uninfected,12731.0,0,0,0,0,
Uninfected,9550.0,0,0,0,0,
Uninfected,11679.5,0,0,0,0,
Uninfected,19046.0,0,0,0,0,
Uninfected,13257.0,0,0,0,0,
Uninfected,13974.0,0,0,0,0,
Uninfected,9626.5,0,0,0,0,
Uninfected,2.0,4.0,31.5,2.0,6.0,
Uninfected,11570.0,0,0,0,0,
Uninfected,11222.0,0,0,0,0,
Uninfected,15446.5,0,0,0,0,
Uninfected,249.5,11302.0,0,0,0,
Uninfected,2.0,2.0,0.0,2.0,2.0,
Uninfected,14661.5,0,0,0,0,
Uninfected,2.0,0.0,7.0,2.0,2.0,
Uninfected,12128.5,0,0,0,0,
Uninfected,13819.0,0,0,0,0,
Uninfected,2.0,94.5,23.0,14690.5,0,
Uninfected,13609.0,0,0,0,0,
Uninfected,13898.0,0,0,0,0,
Uninfected,13808.0,0,0,0,0,
Uninfected,15509.5,0,0,0,0,
Uninfected,14873.5,0,0,0,0,
Uninfected,15588.0,0,0,0,0,
Uninfected,11313.0,0,0,0,0,
Uninfected,4.0,13910.0,0,0,0,
Uninfected,11209.5,0,0,0,0,
Uninfected,2.0,14623.5,0,0,0,
Uninfected,12704.5,0,0,0,0,
Uninfected,13435.0,0,0,0,0,
Uninfected,12847.5,0,0,0,0,
Uninfected,14238.5,0,0,0,0,
Uninfected,20011.0,0,0,0,0,
Uninfected,6.0,6.0,12220.5,0,0,
Uninfected,13568.0,0,0,0,0,
Uninfected,12887.5,0,0,0,0,
Uninfected,12059.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,10596.0,0,
Uninfected,10833.0,0,0,0,0,
Uninfected,12630.0,0,0,0,0,
Uninfected,9024.5,0,0,0,0,
Uninfected,11938.0,0,0,0,0,
Uninfected,9791.0,0,0,0,0,
Uninfected,11245.0,0,0,0,0,
Uninfected,18703.0,0,0,0,0,
Uninfected,14241.0,0,0,0,0,
Uninfected,15526.0,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,2.0,
Uninfected,13412.0,0,0,0,0,
Uninfected,2.0,11950.5,0,0,0,
Uninfected,13650.5,0,0,0,0,
Uninfected,8400.0,0,0,0,0,
Uninfected,14685.5,0,0,0,0,
Uninfected,13637.5,0,0,0,0,
Uninfected,11063.0,0,0,0,0,
Uninfected,9206.5,0,0,0,0,
Uninfected,12184.0,0,0,0,0,
Uninfected,11790.5,0,0,0,0,
Uninfected,8850.5,0,0,0,0,
Uninfected,13952.0,0,0,0,0,
Uninfected,2.0,7.0,4.0,4.0,4.0,
Uninfected,2.0,2.0,0.0,0.0,0.0,
Uninfected,17278.5,0,0,0,0,
Uninfected,27.0,15502.5,0,0,0,
Uninfected,16906.0,0,0,0,0,
Uninfected,93.0,15949.0,0,0,0,
Uninfected,11087.0,0,0,0,0,
Uninfected,14513.0,0,0,0,0,
Uninfected,18067.0,0,0,0,0,
Uninfected,14490.5,0,0,0,0,
Uninfected,15445.5,0,0,0,0,
Uninfected,8974.5,0,0,0,0,
Uninfected,10852.0,0,0,0,0,
Uninfected,12616.0,0,0,0,0,
Uninfected,12329.0,0,0,0,0,
Uninfected,17650.5,0,0,0,0,
Uninfected,9006.5,0,0,0,0,
Uninfected,9578.0,0,0,0,0,
Uninfected,5758.5,0,0,0,0,
Uninfected,12194.5,0,0,0,0,
Uninfected,13811.0,0,0,0,0,
Uninfected,11.0,14086.0,0,0,0,
Uninfected,7978.5,0,0,0,0,
Uninfected,16094.5,0,0,0,0,
Uninfected,13517.5,0,0,0,0,
Uninfected,11099.0,0,0,0,0,
Uninfected,13301.0,0,0,0,0,
Uninfected,12639.5,0,0,0,0,
Uninfected,14481.0,0,0,0,0,
Uninfected,12308.5,0,0,0,0,
Uninfected,10542.5,0,0,0,0,
Uninfected,15204.0,0,0,0,0,
Uninfected,9571.5,0,0,0,0,
Uninfected,12176.5,0,0,0,0,
Uninfected,12167.0,0,0,0,0,
Uninfected,10734.0,0,0,0,0,
Uninfected,13991.5,0,0,0,0,
Uninfected,9914.5,0,0,0,0,
Uninfected,10732.0,0,0,0,0,
Uninfected,9064.0,0,0,0,0,
Uninfected,13191.0,0,0,0,0,
Uninfected,10841.5,0,0,0,0,
Uninfected,16737.0,0,0,0,0,
Uninfected,14744.5,0,0,0,0,
Uninfected,8915.0,0,0,0,0,
Uninfected,8443.0,0,0,0,0,
Uninfected,12224.0,0,0,0,0,
Uninfected,9250.5,0,0,0,0,
Uninfected,12501.5,0,0,0,0,
Uninfected,14972.0,0,0,0,0,
Uninfected,13136.0,0,0,0,0,
Uninfected,10607.5,0,0,0,0,
Uninfected,12410.5,0,0,0,0,
Uninfected,15390.0,0,0,0,0,
Uninfected,9858.0,0,0,0,0,
Uninfected,13689.0,0,0,0,0,
Uninfected,16193.0,0,0,0,0,
Uninfected,13996.0,0,0,0,0,
Uninfected,10901.0,0,0,0,0,
Uninfected,13593.0,0,0,0,0,
Uninfected,12221.0,0,0,0,0,
Uninfected,14122.0,0,0,0,0,
Uninfected,9726.0,0,0,0,0,
Uninfected,16527.0,0,0,0,0,
Uninfected,9999.0,0,0,0,0,
Uninfected,2.0,2.0,7.0,5.5,4.0,
Uninfected,15740.0,0,0,0,0,
Uninfected,11354.0,0,0,0,0,
Uninfected,11428.5,0,0,0,0,
Uninfected,11400.5,0,0,0,0,
Uninfected,14193.0,0,0,0,0,
Uninfected,12708.0,0,0,0,0,
Uninfected,10735.0,0,0,0,0,
Uninfected,13644.0,0,0,0,0,
Uninfected,0.0,88.5,4.0,14036.5,0,
Uninfected,10019.0,0,0,0,0,
Uninfected,12248.0,0,0,0,0,
Uninfected,8600.0,0,0,0,0,
Uninfected,13048.5,0,0,0,0,
Uninfected,9719.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,2.0,
Uninfected,12409.5,0,0,0,0,
Uninfected,7171.0,0,0,0,0,
Uninfected,9778.0,0,0,0,0,
Uninfected,13297.0,0,0,0,0,
Uninfected,13098.0,0,0,0,0,
Uninfected,13016.0,0,0,0,0,
Uninfected,12438.5,0,0,0,0,
Uninfected,7979.5,0,0,0,0,
Uninfected,7921.5,0,0,0,0,
Uninfected,14078.0,0,0,0,0,
Uninfected,14159.0,0,0,0,0,
Uninfected,15594.0,0,0,0,0,
Uninfected,9878.0,0,0,0,0,
Uninfected,8442.0,0,0,0,0,
Uninfected,13267.5,0,0,0,0,
Uninfected,3213.0,0,0,0,0,
Uninfected,9630.0,0,0,0,0,
Uninfected,11234.0,0,0,0,0,
Uninfected,15863.0,0,0,0,0,
Uninfected,6.0,4.0,2.0,2.0,12438.5,
Uninfected,11791.5,0,0,0,0,
Uninfected,15071.0,0,0,0,0,
Uninfected,10112.5,0,0,0,0,
Uninfected,8912.0,0,0,0,0,
Uninfected,9744.0,0,0,0,0,
Uninfected,8375.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,8092.5,0,
Uninfected,19648.0,0,0,0,0,
Uninfected,9171.5,0,0,0,0,
Uninfected,13122.0,0,0,0,0,
Uninfected,12527.0,0,0,0,0,
Uninfected,11106.0,0,0,0,0,
Uninfected,13455.5,0,0,0,0,
Uninfected,7.0,0.0,4.0,4.0,2.0,
Uninfected,11615.0,0,0,0,0,
Uninfected,14881.0,0,0,0,0,
Uninfected,12722.5,0,0,0,0,
Uninfected,12863.0,0,0,0,0,
Uninfected,12031.5,0,0,0,0,
Uninfected,13133.5,0,0,0,0,
Uninfected,13765.5,0,0,0,0,
Uninfected,2.0,2.0,4.0,12455.0,0,
Uninfected,10387.5,0,0,0,0,
Uninfected,13427.0,0,0,0,0,
Uninfected,15310.0,0,0,0,0,
Uninfected,12421.0,0,0,0,0,
Uninfected,2.0,37.5,7.0,4.0,2.0,
Uninfected,12954.5,0,0,0,0,
Uninfected,17409.5,0,0,0,0,
Uninfected,2.0,2.0,2.0,0.0,0.0,
Uninfected,14219.5,28.5,0,0,0,
Uninfected,11932.0,0,0,0,0,
Uninfected,9426.5,0,0,0,0,
Uninfected,13325.5,0,0,0,0,
Uninfected,11754.5,0,0,0,0,
Uninfected,9374.0,0,0,0,0,
Uninfected,16871.5,0,0,0,0,
Uninfected,10882.0,0,0,0,0,
Uninfected,11925.5,0,0,0,0,
Uninfected,10158.0,0,0,0,0,
Uninfected,20439.5,0,0,0,0,
Uninfected,178.0,12690.5,0,0,0,
Uninfected,14000.0,0,0,0,0,
Uninfected,11830.5,0,0,0,0,
Uninfected,11079.5,0,0,0,0,
Uninfected,14250.0,0,0,0,0,
Uninfected,10930.0,0,0,0,0,
Uninfected,11337.5,0,0,0,0,
Uninfected,12921.0,0,0,0,0,
Uninfected,2.0,4.0,0.5,0.0,2.0,
Uninfected,14546.0,0,0,0,0,
Uninfected,10856.5,0,0,0,0,
Uninfected,12874.0,0,0,0,0,
Uninfected,2.0,11054.0,0,0,0,
Uninfected,11789.5,0,0,0,0,
Uninfected,10079.5,0,0,0,0,
Uninfected,15201.5,0,0,0,0,
Uninfected,12869.5,0,0,0,0,
Uninfected,19.0,41.0,2.0,23.5,9463.5,
Uninfected,12758.0,0,0,0,0,
Uninfected,13079.5,0,0,0,0,
Uninfected,14167.5,0,0,0,0,
Uninfected,11102.0,0,0,0,0,
Uninfected,13070.0,0,0,0,0,
Uninfected,21.0,14494.5,0,0,0,
Uninfected,12749.5,0,0,0,0,
Uninfected,13060.0,0,0,0,0,
Uninfected,9884.5,0,0,0,0,
Uninfected,10972.0,0,0,0,0,
Uninfected,11733.0,0,0,0,0,
Uninfected,14387.5,0,0,0,0,
Uninfected,16103.0,0,0,0,0,
Uninfected,7924.0,0,0,0,0,
Uninfected,12445.5,0,0,0,0,
Uninfected,10948.5,0,0,0,0,
Uninfected,19499.5,0,0,0,0,
Uninfected,12576.0,0,0,0,0,
Uninfected,14985.5,0,0,0,0,
Uninfected,10563.5,0,0,0,0,
Uninfected,7.0,2.0,2.0,8045.5,0,
Uninfected,6560.0,0,0,0,0,
Uninfected,8797.5,0,0,0,0,
Uninfected,8769.0,0,0,0,0,
Uninfected,12897.0,0,0,0,0,
Uninfected,12404.5,0,0,0,0,
Uninfected,12299.5,0,0,0,0,
Uninfected,9507.0,0,0,0,0,
Uninfected,2.0,2.0,2.0,2.0,2.0,
Uninfected,14085.5,0,0,0,0,
Uninfected,10549.5,0,0,0,0,
Uninfected,5829.0,0,0,0,0,
Uninfected,15434.5,0,0,0,0,
Uninfected,8294.5,0,0,0,0,
Uninfected,12112.5,0,0,0,0,
Uninfected,9684.0,0,0,0,0,
Uninfected,10435.5,0,0,0,0,
Uninfected,3.5,0.0,30.0,10560.0,0,
Uninfected,12809.0,0,0,0,0,
Uninfected,13803.5,0,0,0,0,
Uninfected,12561.0,0,0,0,0,
Uninfected,16192.0,0,0,0,0,
Uninfected,12478.0,0,0,0,0,
Uninfected,15368.5,0,0,0,0,
Uninfected,15087.5,0,0,0,0,
Uninfected,11766.5,0,0,0,0,
Uninfected,15177.5,0,0,0,0,
Uninfected,9041.0,0,0,0,0,
Uninfected,13140.0,0,0,0,0,
Uninfected,4.0,2.0,2.0,2.0,8.5,
Uninfected,15002.5,0,0,0,0,
Uninfected,11933.0,0,0,0,0,
Uninfected,10213.0,0,0,0,0,
Uninfected,7737.0,0,0,0,0,
Uninfected,14618.5,0,0,0,0,
Uninfected,10444.0,0,0,0,0,
Uninfected,10508.0,0,0,0,0,
Uninfected,10681.0,0,0,0,0,
Uninfected,13969.5,0,0,0,0,
Uninfected,11120.0,0,0,0,0,
Uninfected,9688.0,0,0,0,0,
Uninfected,12898.5,0,0,0,0,
Uninfected,16137.5,0,0,0,0,
Uninfected,10574.5,0,0,0,0,
Uninfected,12798.0,0,0,0,0,
Uninfected,16034.0,0,0,0,0,
Uninfected,10321.5,0,0,0,0,
Uninfected,5845.0,0,0,0,0,
Uninfected,6381.5,0,0,0,0,
Uninfected,12318.5,0,0,0,0,
Uninfected,13026.0,0,0,0,0,
Uninfected,8769.0,0,0,0,0,
Uninfected,9714.0,0,0,0,0,
Uninfected,10259.5,0,0,0,0,
Uninfected,12159.0,0,0,0,0,
Uninfected,14888.5,0,0,0,0,
Uninfected,12910.0,0,0,0,0,
Uninfected,16817.0,0,0,0,0,
Uninfected,7637.5,0,0,0,0,
Uninfected,2.0,0.0,2.0,2.0,0.0,
Uninfected,12787.0,0,0,0,0,
Uninfected,13130.0,0,0,0,0,
Uninfected,9460.0,0,0,0,0,
Uninfected,13301.5,0,0,0,0,
Uninfected,14701.0,0,0,0,0,
Uninfected,10822.0,0,0,0,0,
Uninfected,40.5,4.0,16168.5,0,0,
Uninfected,11566.0,0,0,0,0,
Uninfected,12930.5,0,0,0,0,
Uninfected,14572.0,0,0,0,0,
Uninfected,14464.0,0,0,0,0,
Uninfected,120.0,12333.0,0,0,0,
Uninfected,13913.5,0,0,0,0,
Uninfected,15835.0,0,0,0,0,
Uninfected,15040.5,0,0,0,0,
Uninfected,13895.5,0,0,0,0,
Uninfected,15496.5,0,0,0,0,
Uninfected,13049.5,0,0,0,0,
Uninfected,15661.5,0,0,0,0,
Uninfected,8567.5,0,0,0,0,
Uninfected,11754.0,0,0,0,0,
Uninfected,15650.5,0,0,0,0,
Uninfected,15184.5,0,0,0,0,
Uninfected,8850.5,0,0,0,0,
Uninfected,2.0,2.0,19470.0,0,0,
Uninfected,15527.0,0,0,0,0,
Uninfected,10908.5,0,0,0,0,
Uninfected,13027.0,0,0,0,0,
Uninfected,2.0,4.0,0.0,13.5,6.0,
Uninfected,12325.5,0,0,0,0,
Uninfected,12502.0,0,0,0,0,
Uninfected,14177.5,0,0,0,0,
Uninfected,10508.0,0,0,0,0,
Uninfected,10311.5,0,0,0,0,
Uninfected,2.0,7.5,4.0,2.0,4.0,
Uninfected,15748.0,0,0,0,0,
Uninfected,7294.0,0,0,0,0,
Uninfected,4.0,19025.5,0,0,0,
Uninfected,9402.0,0,0,0,0,
Uninfected,11654.5,0,0,0,0,
Uninfected,13523.0,0,0,0,0,
Uninfected,0.0,0.0,0.0,9.0,0.0,
Uninfected,10690.5,0,0,0,0,
Uninfected,12845.0,0,0,0,0,
Uninfected,11847.5,0,0,0,0,
Uninfected,11404.5,0,0,0,0,
Uninfected,20090.0,0,0,0,0,
Uninfected,10505.0,0,0,0,0,
Uninfected,7284.0,0,0,0,0,
Uninfected,10810.0,0,0,0,0,
Uninfected,10276.5,0,0,0,0,
Uninfected,9059.5,0,0,0,0,
Uninfected,12804.0,0,0,0,0,
Uninfected,11562.5,0,0,0,0,
Uninfected,2.0,2.0,16924.5,0,0,
Uninfected,10320.0,0,0,0,0,
Uninfected,2.0,2.0,10.0,4.0,8907.0,
Uninfected,13962.0,0,0,0,0,
Uninfected,2.0,10636.5,0,0,0,
Uninfected,11407.0,0,0,0,0,
Uninfected,10641.5,0,0,0,0,
Uninfected,12081.0,0,0,0,0,
Uninfected,13642.5,0,0,0,0,
Uninfected,13275.5,0,0,0,0,
Uninfected,11963.0,0,0,0,0,
Uninfected,13477.5,0,0,0,0,
Uninfected,11917.0,0,0,0,0,
